customerID,gender,SeniorCitizen,Partner,Dependents,tenure,tenure_group,Contract,PaymentMethod,InternetService,MonthlyCharges,TotalCharges,Churn,Probabilidad_Churn,Segmento_Riesgo,Ingreso_Mensual_En_Riesgo
8374-XGEJJ,1,1,1,0,43,25-48 meses,Month-to-month,Electronic check,Fiber optic,101.0,4388.4,Yes,0.7363,Alto,101.0
2656-TABEH,1,0,1,0,4,0-12 meses,Month-to-month,Electronic check,Fiber optic,100.2,420.2,Yes,0.8973,Alto,100.2
6946-LMSQS,1,1,1,0,25,25-48 meses,One year,Electronic check,Fiber optic,89.05,2177.45,Yes,0.5734,Medio,0.0
4626-OZDTJ,0,0,1,0,51,49-72 meses,One year,Credit card (automatic),DSL,78.65,3950.85,No,0.2312,Bajo,0.0
9169-BSVIN,1,0,0,0,12,0-12 meses,Month-to-month,Bank transfer (automatic),DSL,74.75,827.05,No,0.5009,Medio,0.0
2325-ZUSFD,0,0,1,1,57,49-72 meses,One year,Bank transfer (automatic),DSL,70.1,3913.3,Yes,0.168,Bajo,0.0
8194-PEEBY,0,0,1,1,24,13-24 meses,One year,Mailed check,No,19.9,533.5,No,0.0571,Bajo,0.0
6872-HXFNF,0,0,1,0,64,49-72 meses,One year,Bank transfer (automatic),DSL,58.35,3756.45,No,0.1383,Bajo,0.0
3932-CMDTD,0,0,0,0,4,0-12 meses,One year,Electronic check,Fiber optic,105.65,443.9,Yes,0.722,Alto,105.65
7714-YXSMB,0,0,0,0,26,25-48 meses,Month-to-month,Bank transfer (automatic),Fiber optic,100.5,2599.95,No,0.6622,Alto,100.5
8387-UGUSU,0,0,1,1,15,13-24 meses,Month-to-month,Mailed check,No,20.05,284.3,No,0.1737,Bajo,0.0
1080-BWSYE,1,1,1,0,64,49-72 meses,Two year,Credit card (automatic),No,25.65,1740.8,No,0.0461,Bajo,0.0
4039-HEUNW,1,1,1,0,36,25-48 meses,Month-to-month,Electronic check,Fiber optic,96.5,3436.1,Yes,0.7379,Alto,96.5
1194-HVAIF,0,0,1,0,27,25-48 meses,Month-to-month,Credit card (automatic),Fiber optic,95.0,2462.55,No,0.5936,Medio,0.0
0812-WUPTB,1,1,1,0,1,0-12 meses,Month-to-month,Mailed check,Fiber optic,70.85,70.85,Yes,0.8291,Alto,70.85
3594-UVONA,0,0,0,0,35,25-48 meses,One year,Credit card (automatic),DSL,85.95,3110.1,Yes,0.264,Bajo,0.0
0004-TLHLJ,1,0,0,0,4,0-12 meses,Month-to-month,Electronic check,Fiber optic,73.9,280.85,Yes,0.8235,Alto,73.9
1767-TGTKO,0,0,1,1,8,0-12 meses,Month-to-month,Electronic check,DSL,45.45,411.75,No,0.6328,Alto,45.45
8439-LTUGF,1,0,0,0,10,0-12 meses,Month-to-month,Credit card (automatic),No,20.0,198.6,No,0.2147,Bajo,0.0
8805-JNRAZ,0,0,0,0,2,0-12 meses,Month-to-month,Mailed check,DSL,49.2,103.7,No,0.6485,Alto,49.2
5089-IFSDP,0,0,1,0,58,49-72 meses,Two year,Bank transfer (automatic),Fiber optic,109.45,6144.55,Yes,0.3219,Medio,0.0
6418-HNFED,1,0,1,0,51,49-72 meses,Two year,Credit card (automatic),DSL,83.25,4089.45,No,0.0531,Bajo,0.0
0206-OYVOC,0,0,1,1,46,25-48 meses,Two year,Mailed check,No,19.25,864.2,No,0.047,Bajo,0.0
7291-CDTMJ,1,0,0,0,1,0-12 meses,Month-to-month,Bank transfer (automatic),No,19.65,19.65,No,0.5202,Medio,0.0
7128-GGCNO,1,0,0,0,46,25-48 meses,Month-to-month,Bank transfer (automatic),Fiber optic,72.8,3249.4,No,0.4728,Medio,0.0
0237-YFUTL,0,0,1,0,50,49-72 meses,Month-to-month,Bank transfer (automatic),Fiber optic,109.65,5405.8,No,0.4297,Medio,0.0
7691-KGKGP,1,0,1,1,53,49-72 meses,Month-to-month,Credit card (automatic),DSL,65.0,3363.8,No,0.182,Bajo,0.0
6710-HSJRD,1,0,1,0,61,49-72 meses,Month-to-month,Electronic check,Fiber optic,114.1,7132.15,No,0.5169,Medio,0.0
3675-EQOZA,1,0,0,0,5,0-12 meses,Month-to-month,Bank transfer (automatic),No,20.65,93.55,No,0.2534,Bajo,0.0
0840-DCNZE,1,0,0,0,47,25-48 meses,One year,Bank transfer (automatic),DSL,86.95,4138.9,No,0.223,Bajo,0.0
1732-FEKLD,0,0,0,0,54,49-72 meses,One year,Bank transfer (automatic),Fiber optic,94.75,5121.75,No,0.3981,Medio,0.0
9862-KJTYK,1,0,0,1,19,13-24 meses,Month-to-month,Credit card (automatic),DSL,25.35,566.1,No,0.4385,Medio,0.0
0479-HMSWA,0,0,0,1,26,25-48 meses,Two year,Electronic check,Fiber optic,105.45,2715.3,No,0.3745,Medio,0.0
5854-KSRBJ,1,0,1,1,70,49-72 meses,Two year,Mailed check,No,25.4,1782.05,No,0.0194,Bajo,0.0
0365-BZUWY,1,0,1,0,17,13-24 meses,Month-to-month,Electronic check,Fiber optic,102.55,1742.5,No,0.7797,Alto,102.55
4817-VYYWS,0,0,0,0,30,25-48 meses,Month-to-month,Electronic check,Fiber optic,100.2,2983.8,Yes,0.7214,Alto,100.2
5701-SVCWR,0,0,0,1,1,0-12 meses,Month-to-month,Mailed check,No,24.0,24.0,No,0.416,Medio,0.0
3129-AAQOU,0,0,1,1,19,13-24 meses,Two year,Mailed check,No,25.6,485.9,No,0.069,Bajo,0.0
4922-CVPDX,0,0,1,0,26,25-48 meses,Two year,Credit card (automatic),DSL,73.5,1905.7,No,0.1888,Bajo,0.0
1396-QWFBJ,0,0,1,1,21,13-24 meses,Month-to-month,Bank transfer (automatic),Fiber optic,74.05,1565.7,Yes,0.606,Alto,74.05
1357-BIJKI,1,0,1,0,50,49-72 meses,One year,Electronic check,Fiber optic,98.25,4858.7,No,0.5521,Medio,0.0
1099-BTKWT,0,0,1,0,68,49-72 meses,One year,Electronic check,DSL,54.4,3723.65,No,0.2609,Bajo,0.0
5299-SJCZT,1,0,0,0,3,0-12 meses,Month-to-month,Bank transfer (automatic),Fiber optic,101.55,298.35,Yes,0.8932,Alto,101.55
2018-PZKMU,1,0,1,1,9,0-12 meses,Month-to-month,Electronic check,Fiber optic,103.1,970.45,No,0.7311,Alto,103.1
7340-KEFQE,0,0,1,1,51,49-72 meses,Two year,Bank transfer (automatic),DSL,34.2,1782.0,No,0.0825,Bajo,0.0
4570-QHXHL,0,0,0,0,9,0-12 meses,Month-to-month,Electronic check,DSL,43.75,405.7,No,0.6563,Alto,43.75
2403-BCASL,1,1,1,1,41,25-48 meses,One year,Electronic check,Fiber optic,111.95,4534.9,Yes,0.5149,Medio,0.0
7392-YYPYJ,1,0,0,0,22,13-24 meses,Month-to-month,Electronic check,Fiber optic,100.65,2415.95,No,0.7981,Alto,100.65
2898-LSJGD,0,0,1,1,21,13-24 meses,One year,Electronic check,DSL,55.95,1157.05,Yes,0.4293,Medio,0.0
2223-GDSHL,1,0,1,1,71,49-72 meses,Two year,Bank transfer (automatic),Fiber optic,116.05,8297.5,No,0.1488,Bajo,0.0
7359-PTSXY,1,0,0,0,1,0-12 meses,Month-to-month,Electronic check,DSL,45.75,45.75,Yes,0.77,Alto,45.75
9470-RTWDV,1,0,1,1,26,25-48 meses,One year,Credit card (automatic),DSL,82.0,2083.1,No,0.2876,Bajo,0.0
2176-OSJUV,1,0,1,0,71,49-72 meses,Two year,Bank transfer (automatic),DSL,65.15,4681.75,No,0.0491,Bajo,0.0
9348-YVOMK,1,0,0,0,4,0-12 meses,Month-to-month,Credit card (automatic),DSL,44.8,176.2,No,0.6732,Alto,44.8
8104-OSKWT,0,0,0,0,12,0-12 meses,Month-to-month,Electronic check,Fiber optic,79.8,1001.2,No,0.7389,Alto,79.8
4521-YEEHE,0,0,1,0,18,13-24 meses,Month-to-month,Electronic check,Fiber optic,88.85,1594.75,No,0.7251,Alto,88.85
4090-KPJIP,0,0,0,0,3,0-12 meses,Month-to-month,Electronic check,Fiber optic,74.95,212.4,No,0.8668,Alto,74.95
3786-WOVKF,0,1,1,0,72,49-72 meses,One year,Bank transfer (automatic),Fiber optic,106.85,7677.4,No,0.328,Medio,0.0
4503-BDXBD,1,0,0,0,11,0-12 meses,Month-to-month,Electronic check,Fiber optic,74.95,815.5,Yes,0.6979,Alto,74.95
6086-ESGRL,0,0,0,0,1,0-12 meses,Month-to-month,Credit card (automatic),Fiber optic,80.15,80.15,Yes,0.8454,Alto,80.15
2592-HODOV,1,0,0,0,13,13-24 meses,One year,Credit card (automatic),No,19.3,259.65,No,0.1007,Bajo,0.0
3886-CERTZ,0,0,1,0,72,49-72 meses,One year,Electronic check,Fiber optic,109.25,8109.8,Yes,0.4232,Medio,0.0
7995-ZHHNZ,1,0,1,0,42,25-48 meses,One year,Credit card (automatic),DSL,56.1,2386.85,No,0.1791,Bajo,0.0
3824-RHKVR,0,0,0,0,17,13-24 meses,Month-to-month,Credit card (automatic),No,19.7,340.35,No,0.2024,Bajo,0.0
5816-SCGFC,0,1,0,0,7,0-12 meses,Month-to-month,Mailed check,DSL,51.3,419.35,No,0.5365,Medio,0.0
5989-AXPUC,0,0,1,0,68,49-72 meses,Two year,Mailed check,Fiber optic,118.6,7990.05,No,0.1491,Bajo,0.0
4979-HPRFL,1,0,1,1,56,49-72 meses,Two year,Bank transfer (automatic),No,24.15,1402.25,No,0.0276,Bajo,0.0
8590-OHDIW,0,0,1,1,38,25-48 meses,One year,Mailed check,No,20.3,749.35,No,0.0413,Bajo,0.0
8015-IHCGW,0,0,1,1,72,49-72 meses,Two year,Electronic check,Fiber optic,115.5,8425.15,No,0.1507,Bajo,0.0
2332-TODQS,0,0,0,0,48,25-48 meses,One year,Credit card (automatic),No,25.05,1171.5,No,0.1105,Bajo,0.0
9278-VZKCD,0,1,1,0,52,49-72 meses,Month-to-month,Electronic check,Fiber optic,109.1,5647.95,No,0.5623,Medio,0.0
8008-OTEZX,0,0,1,1,35,25-48 meses,One year,Mailed check,No,19.65,708.8,No,0.0567,Bajo,0.0
2773-OVBPK,1,0,1,0,67,49-72 meses,Two year,Bank transfer (automatic),Fiber optic,111.3,7567.2,No,0.3129,Medio,0.0
5999-LCXAO,0,0,0,0,1,0-12 meses,Month-to-month,Mailed check,DSL,29.9,29.9,No,0.6252,Alto,29.9
5206-XZZQI,1,0,0,0,53,49-72 meses,Month-to-month,Mailed check,Fiber optic,80.6,4348.1,No,0.3697,Medio,0.0
4803-LBYPN,1,0,1,1,34,25-48 meses,Month-to-month,Mailed check,No,20.8,635.9,No,0.0731,Bajo,0.0
5759-RCVCB,0,0,0,0,3,0-12 meses,Month-to-month,Credit card (automatic),DSL,35.2,108.95,Yes,0.635,Alto,35.2
6372-RFVNS,0,0,1,0,1,0-12 meses,Month-to-month,Electronic check,Fiber optic,78.8,78.8,Yes,0.8608,Alto,78.8
2139-FQHLM,1,0,0,0,19,13-24 meses,Month-to-month,Mailed check,Fiber optic,89.95,1682.4,No,0.5091,Medio,0.0
8261-GWDBQ,0,1,1,0,60,49-72 meses,Two year,Bank transfer (automatic),Fiber optic,116.05,6925.9,No,0.225,Bajo,0.0
1093-YSWCA,1,0,0,0,11,0-12 meses,Two year,Credit card (automatic),No,19.55,223.15,No,0.099,Bajo,0.0
8938-UMKPI,0,0,0,0,47,25-48 meses,Month-to-month,Electronic check,Fiber optic,106.4,5127.95,Yes,0.628,Alto,106.4
0991-BRRFB,1,0,0,0,18,13-24 meses,Month-to-month,Electronic check,DSL,49.4,874.8,Yes,0.4961,Medio,0.0
3882-IYOIJ,0,0,1,1,60,49-72 meses,Two year,Credit card (automatic),Fiber optic,115.25,6758.45,No,0.1745,Bajo,0.0
8749-TZYEC,1,0,1,0,72,49-72 meses,Two year,Credit card (automatic),No,24.8,1874.3,No,0.0336,Bajo,0.0
1755-FZQEC,1,0,0,0,39,25-48 meses,One year,Mailed check,No,19.9,791.15,No,0.0516,Bajo,0.0
3115-JPJDD,0,0,1,0,59,49-72 meses,One year,Credit card (automatic),Fiber optic,81.25,4639.45,No,0.2598,Bajo,0.0
5600-KTXFM,1,0,1,1,2,0-12 meses,Month-to-month,Mailed check,Fiber optic,69.95,143.9,No,0.7633,Alto,69.95
3871-IKPYH,1,1,0,0,1,0-12 meses,Month-to-month,Electronic check,Fiber optic,69.1,69.1,Yes,0.8489,Alto,69.1
6319-IEJWJ,1,0,1,1,20,13-24 meses,Month-to-month,Electronic check,Fiber optic,90.2,1776.55,Yes,0.7235,Alto,90.2
9025-AOMKI,0,0,0,0,6,0-12 meses,Month-to-month,Bank transfer (automatic),Fiber optic,93.55,536.4,Yes,0.8899,Alto,93.55
6339-TBELP,1,0,0,0,71,49-72 meses,Two year,Credit card (automatic),Fiber optic,86.4,6172.0,No,0.1905,Bajo,0.0
7964-YESJC,0,0,1,0,24,13-24 meses,Month-to-month,Mailed check,DSL,66.3,1559.45,No,0.2409,Bajo,0.0
6173-GOLSU,1,1,1,0,67,49-72 meses,Month-to-month,Credit card (automatic),Fiber optic,94.65,6079.0,No,0.5662,Medio,0.0
5275-SQEIZ,1,0,0,0,1,0-12 meses,Month-to-month,Mailed check,Fiber optic,80.85,80.85,Yes,0.8847,Alto,80.85
7716-YTYHG,0,0,1,1,48,25-48 meses,One year,Mailed check,Fiber optic,82.05,4029.95,Yes,0.449,Medio,0.0
9938-ZREHM,0,0,1,0,37,25-48 meses,One year,Mailed check,DSL,72.1,2658.4,No,0.2483,Bajo,0.0
7950-XWOVN,1,0,0,0,11,0-12 meses,Month-to-month,Mailed check,DSL,34.7,383.55,No,0.4402,Medio,0.0
4390-KYULV,1,0,1,0,3,0-12 meses,Month-to-month,Credit card (automatic),No,20.55,51.15,Yes,0.2676,Bajo,0.0
4647-MUZON,0,0,1,0,18,13-24 meses,Month-to-month,Credit card (automatic),Fiber optic,95.95,1745.5,No,0.6536,Alto,95.95
9702-AIUJO,1,0,1,1,50,49-72 meses,One year,Bank transfer (automatic),DSL,44.8,2230.85,No,0.2479,Bajo,0.0
8849-PRIQJ,0,0,1,1,67,49-72 meses,One year,Electronic check,Fiber optic,109.4,7281.6,No,0.3728,Medio,0.0
8851-RAGOV,0,0,1,0,25,25-48 meses,Month-to-month,Mailed check,DSL,71.05,1837.7,No,0.2519,Bajo,0.0
1304-NECVQ,0,1,0,0,2,0-12 meses,Month-to-month,Electronic check,Fiber optic,78.55,149.55,Yes,0.8743,Alto,78.55
5396-IZEPB,1,0,0,0,9,0-12 meses,Month-to-month,Credit card (automatic),No,19.7,180.7,No,0.204,Bajo,0.0
1729-VLAZJ,0,0,0,1,10,0-12 meses,One year,Mailed check,DSL,40.25,411.45,No,0.3114,Medio,0.0
8285-ABVLB,0,0,1,0,70,49-72 meses,Two year,Credit card (automatic),No,19.85,1328.35,No,0.0201,Bajo,0.0
0701-TJSEF,1,0,0,0,9,0-12 meses,Month-to-month,Bank transfer (automatic),DSL,68.25,576.95,No,0.4279,Medio,0.0
5712-VBOXD,0,0,0,0,4,0-12 meses,Month-to-month,Credit card (automatic),No,20.15,68.45,No,0.2619,Bajo,0.0
6629-LADHQ,0,0,0,0,2,0-12 meses,Month-to-month,Mailed check,DSL,50.95,123.05,No,0.5527,Medio,0.0
8945-GRKHX,0,0,0,1,1,0-12 meses,Month-to-month,Electronic check,Fiber optic,78.65,78.65,Yes,0.8704,Alto,78.65
1559-DTODC,1,0,0,0,19,13-24 meses,Month-to-month,Bank transfer (automatic),DSL,25.15,468.35,No,0.4685,Medio,0.0
4797-MIWUM,1,0,1,1,7,0-12 meses,Month-to-month,Bank transfer (automatic),No,20.25,174.7,No,0.2037,Bajo,0.0
6959-UWKHF,1,0,0,0,1,0-12 meses,Month-to-month,Electronic check,DSL,42.9,42.9,Yes,0.7962,Alto,42.9
8720-RQSBJ,1,1,0,0,1,0-12 meses,Month-to-month,Electronic check,DSL,44.0,44.0,No,0.7619,Alto,44.0
4537-CIBHB,0,0,1,1,9,0-12 meses,One year,Mailed check,No,20.25,172.35,No,0.1629,Bajo,0.0
3815-SLMEF,0,0,0,0,3,0-12 meses,Month-to-month,Mailed check,DSL,34.25,139.35,Yes,0.5235,Medio,0.0
5154-VEKBL,0,0,0,0,9,0-12 meses,Month-to-month,Mailed check,DSL,58.5,539.85,Yes,0.4236,Medio,0.0
4324-AHJKS,0,0,0,0,5,0-12 meses,Month-to-month,Credit card (automatic),DSL,55.8,300.4,No,0.4437,Medio,0.0
4355-CVPVS,0,0,1,1,56,49-72 meses,One year,Bank transfer (automatic),Fiber optic,88.9,4968.0,No,0.3459,Medio,0.0
4495-LHSSK,0,0,0,1,18,13-24 meses,Month-to-month,Mailed check,DSL,57.65,992.7,No,0.3307,Medio,0.0
5655-JSMZM,1,1,0,0,49,49-72 meses,Month-to-month,Electronic check,Fiber optic,96.2,4718.25,Yes,0.7292,Alto,96.2
5915-ANOEI,1,0,1,0,70,49-72 meses,Two year,Mailed check,DSL,79.15,5536.5,No,0.0549,Bajo,0.0
9861-PDSZP,0,0,0,0,72,49-72 meses,Two year,Credit card (automatic),Fiber optic,108.05,7806.6,No,0.1669,Bajo,0.0
4505-EXZHB,0,1,0,0,6,0-12 meses,Month-to-month,Electronic check,Fiber optic,74.4,434.1,Yes,0.7906,Alto,74.4
7225-CBZPL,1,1,1,0,17,13-24 meses,Month-to-month,Electronic check,Fiber optic,94.8,1563.9,No,0.7971,Alto,94.8
6704-UTUKK,1,0,1,0,29,25-48 meses,Month-to-month,Electronic check,DSL,45.9,1332.4,No,0.4506,Medio,0.0
4587-VVTOX,0,0,1,0,6,0-12 meses,Month-to-month,Electronic check,Fiber optic,105.3,545.2,Yes,0.8841,Alto,105.3
2019-HDCZY,1,0,1,0,63,49-72 meses,Two year,Electronic check,Fiber optic,102.6,6296.75,No,0.3518,Medio,0.0
4652-NNHNY,1,0,1,0,16,13-24 meses,Month-to-month,Bank transfer (automatic),Fiber optic,73.85,1284.2,Yes,0.6514,Alto,73.85
8788-DOXSU,1,0,0,0,59,49-72 meses,One year,Bank transfer (automatic),DSL,61.35,3645.5,No,0.2422,Bajo,0.0
7404-JLKQG,0,0,0,0,3,0-12 meses,Month-to-month,Electronic check,DSL,57.55,161.45,No,0.6648,Alto,57.55
7421-ZLUPA,0,0,0,0,8,0-12 meses,Month-to-month,Mailed check,DSL,29.25,226.95,No,0.5559,Medio,0.0
8972-HJWNV,0,1,1,0,7,0-12 meses,Month-to-month,Electronic check,Fiber optic,84.55,646.85,Yes,0.8916,Alto,84.55
3274-NSDWE,0,0,0,0,68,49-72 meses,Two year,Credit card (automatic),No,19.6,1441.65,No,0.0367,Bajo,0.0
2632-IVXVF,0,0,1,1,68,49-72 meses,Two year,Credit card (automatic),Fiber optic,111.75,7511.3,No,0.1976,Bajo,0.0
3692-JHONH,0,1,1,0,52,49-72 meses,One year,Electronic check,Fiber optic,106.5,5621.85,No,0.5296,Medio,0.0
8915-NNTRC,1,0,1,1,72,49-72 meses,Two year,Credit card (automatic),Fiber optic,107.7,7919.8,No,0.1222,Bajo,0.0
5914-GXMDA,0,0,1,0,32,25-48 meses,One year,Mailed check,No,19.3,593.2,No,0.0581,Bajo,0.0
7463-IFMQU,0,0,1,0,72,49-72 meses,Two year,Bank transfer (automatic),No,20.05,1423.65,No,0.0277,Bajo,0.0
2920-RNCEZ,1,0,1,1,1,0-12 meses,Month-to-month,Credit card (automatic),Fiber optic,69.95,69.95,No,0.836,Alto,69.95
2541-YGPKE,1,0,1,1,42,25-48 meses,One year,Credit card (automatic),DSL,63.7,2763.35,No,0.1941,Bajo,0.0
8515-OCTJS,0,0,0,0,25,25-48 meses,Two year,Credit card (automatic),No,24.75,692.1,Yes,0.1135,Bajo,0.0
5382-TEMLV,1,0,0,0,45,25-48 meses,Month-to-month,Bank transfer (automatic),DSL,50.9,2298.55,No,0.2636,Bajo,0.0
3441-CGZJH,0,0,1,1,43,25-48 meses,One year,Credit card (automatic),DSL,60.4,2640.55,No,0.1801,Bajo,0.0
9592-ERDKV,1,0,1,0,37,25-48 meses,One year,Mailed check,DSL,79.25,2911.8,No,0.2363,Bajo,0.0
2860-RANUS,0,1,0,0,20,13-24 meses,Month-to-month,Credit card (automatic),Fiber optic,85.8,1727.5,Yes,0.6704,Alto,85.8
5261-QSHQM,0,0,0,0,4,0-12 meses,Month-to-month,Electronic check,DSL,24.45,86.6,Yes,0.7676,Alto,24.45
4778-IZARL,1,0,1,0,63,49-72 meses,Two year,Credit card (automatic),Fiber optic,110.1,6705.7,No,0.2301,Bajo,0.0
0432-CAJZV,1,0,0,0,3,0-12 meses,Month-to-month,Mailed check,Fiber optic,90.7,237.65,No,0.8142,Alto,90.7
7008-LZVOZ,1,0,1,1,66,49-72 meses,Two year,Credit card (automatic),No,25.3,1672.35,No,0.0308,Bajo,0.0
8868-WOZGU,1,0,0,0,28,25-48 meses,Month-to-month,Electronic check,Fiber optic,105.7,2979.5,Yes,0.731,Alto,105.7
1200-TUZHR,0,1,0,0,8,0-12 meses,Month-to-month,Electronic check,Fiber optic,85.2,695.75,No,0.8429,Alto,85.2
9365-CSLBQ,1,0,0,1,71,49-72 meses,Two year,Mailed check,No,24.35,1654.6,No,0.0438,Bajo,0.0
1334-FJSVR,1,0,0,0,1,0-12 meses,Month-to-month,Electronic check,DSL,24.25,24.25,Yes,0.8123,Alto,24.25
5884-FBCTL,0,0,1,1,72,49-72 meses,Two year,Bank transfer (automatic),No,25.1,1857.85,No,0.0138,Bajo,0.0
7130-CTCUS,1,1,1,0,16,13-24 meses,Month-to-month,Bank transfer (automatic),DSL,54.55,825.1,No,0.4202,Medio,0.0
6242-FEGFD,1,0,1,0,66,49-72 meses,Two year,Mailed check,Fiber optic,96.6,6424.25,No,0.1405,Bajo,0.0
7625-XCQRH,0,0,0,0,11,0-12 meses,Month-to-month,Electronic check,Fiber optic,76.5,837.95,Yes,0.7907,Alto,76.5
6194-HBGQN,1,0,0,0,51,49-72 meses,One year,Credit card (automatic),DSL,81.15,4126.2,No,0.1793,Bajo,0.0
7634-WSWDB,0,0,0,1,8,0-12 meses,Month-to-month,Electronic check,DSL,38.5,330.8,No,0.6032,Alto,38.5
6986-IXNDM,1,0,0,0,14,13-24 meses,Month-to-month,Electronic check,Fiber optic,92.9,1337.45,No,0.7762,Alto,92.9
1731-TVIUK,0,0,0,0,4,0-12 meses,Month-to-month,Electronic check,Fiber optic,93.5,362.2,Yes,0.8419,Alto,93.5
2987-BJXIK,0,0,0,0,70,49-72 meses,Two year,Mailed check,DSL,84.7,5991.05,No,0.0775,Bajo,0.0
9769-TSBZE,0,0,0,1,70,49-72 meses,Two year,Electronic check,DSL,66.0,4891.5,No,0.1234,Bajo,0.0
0406-BPDVR,0,1,1,0,54,49-72 meses,One year,Credit card (automatic),Fiber optic,101.5,5373.1,Yes,0.4977,Medio,0.0
0618-XWMSS,1,0,0,1,28,25-48 meses,Month-to-month,Bank transfer (automatic),Fiber optic,74.9,2068.55,Yes,0.5081,Medio,0.0
1395-WSWXR,1,0,0,0,24,13-24 meses,Two year,Mailed check,No,20.75,487.05,No,0.0465,Bajo,0.0
6023-GSSXW,0,0,1,0,69,49-72 meses,Two year,Credit card (automatic),DSL,61.45,4131.2,No,0.1255,Bajo,0.0
6752-APNJL,1,0,1,1,42,25-48 meses,Month-to-month,Mailed check,DSL,54.5,2301.15,No,0.2274,Bajo,0.0
5276-KQWHG,0,1,0,0,2,0-12 meses,Month-to-month,Electronic check,Fiber optic,69.6,131.65,Yes,0.8351,Alto,69.6
0420-HLGXF,0,1,0,0,39,25-48 meses,Month-to-month,Electronic check,Fiber optic,99.75,4036.0,No,0.733,Alto,99.75
7446-KQISO,1,0,1,1,45,25-48 meses,Two year,Bank transfer (automatic),Fiber optic,109.75,4900.65,No,0.3573,Medio,0.0
9823-EALYC,1,0,1,1,72,49-72 meses,Two year,Bank transfer (automatic),DSL,80.85,5727.45,No,0.0313,Bajo,0.0
0582-AVCLN,0,0,0,0,38,25-48 meses,Two year,Mailed check,No,20.3,743.05,No,0.033,Bajo,0.0
5803-NQJZO,1,0,1,0,72,49-72 meses,Two year,Bank transfer (automatic),DSL,67.8,4804.65,No,0.0524,Bajo,0.0
2565-JSLRY,1,0,0,0,1,0-12 meses,Month-to-month,Mailed check,No,24.05,24.05,Yes,0.4826,Medio,0.0
2607-DHDAK,1,0,1,1,72,49-72 meses,Two year,Credit card (automatic),No,19.8,1414.65,No,0.026,Bajo,0.0
1073-XXCZD,1,0,1,0,55,49-72 meses,Two year,Bank transfer (automatic),No,25.7,1443.65,No,0.0499,Bajo,0.0
0743-HRVFF,0,0,1,1,51,49-72 meses,One year,Electronic check,DSL,56.15,2898.95,No,0.2357,Bajo,0.0
4006-HKYHO,1,0,0,0,63,49-72 meses,Two year,Bank transfer (automatic),DSL,86.7,5309.5,No,0.052,Bajo,0.0
3727-JEZTU,0,0,0,0,1,0-12 meses,Month-to-month,Mailed check,No,20.4,20.4,No,0.5467,Medio,0.0
8143-ETQTI,0,0,1,1,23,13-24 meses,Two year,Mailed check,No,19.65,451.55,No,0.0527,Bajo,0.0
6689-KXGBO,0,0,0,0,1,0-12 meses,Month-to-month,Electronic check,DSL,50.55,50.55,Yes,0.6898,Alto,50.55
9667-TKTVZ,0,0,0,0,2,0-12 meses,Month-to-month,Mailed check,DSL,54.35,117.05,No,0.6544,Alto,54.35
3657-COGMW,0,1,0,0,52,49-72 meses,Month-to-month,Credit card (automatic),Fiber optic,108.1,5839.3,No,0.422,Medio,0.0
8570-KLJYJ,0,0,0,0,36,25-48 meses,One year,Mailed check,DSL,54.45,1893.5,No,0.1544,Bajo,0.0
7754-IXRMC,0,0,0,0,1,0-12 meses,Month-to-month,Mailed check,DSL,45.35,45.35,No,0.7201,Alto,45.35
9473-CBZOP,0,0,0,0,28,25-48 meses,One year,Mailed check,DSL,59.0,1654.45,No,0.173,Bajo,0.0
2969-WGHQO,0,0,1,1,7,0-12 meses,One year,Electronic check,DSL,69.45,477.05,No,0.4233,Medio,0.0
6615-NGGZJ,1,0,0,0,14,13-24 meses,Month-to-month,Electronic check,Fiber optic,100.55,1415.55,Yes,0.8302,Alto,100.55
4334-HOWRP,1,1,1,0,72,49-72 meses,Two year,Credit card (automatic),DSL,64.95,4546.0,No,0.0655,Bajo,0.0
4255-DDUOU,0,0,1,1,1,0-12 meses,Month-to-month,Mailed check,No,20.5,20.5,Yes,0.5109,Medio,0.0
5863-OOKCL,0,0,0,0,10,0-12 meses,Month-to-month,Mailed check,No,18.85,163.2,No,0.1895,Bajo,0.0
1686-STUHN,1,0,0,0,42,25-48 meses,One year,Bank transfer (automatic),No,19.8,849.9,No,0.0617,Bajo,0.0
1329-VHWNP,0,0,0,0,7,0-12 meses,Month-to-month,Bank transfer (automatic),DSL,25.05,189.95,No,0.5787,Medio,0.0
2984-MIIZL,1,0,0,0,4,0-12 meses,Month-to-month,Bank transfer (automatic),Fiber optic,74.8,321.9,Yes,0.8161,Alto,74.8
0266-GMEAO,1,0,1,1,72,49-72 meses,Two year,Credit card (automatic),Fiber optic,114.3,8058.55,No,0.0867,Bajo,0.0
5590-YRFJT,0,0,1,0,20,13-24 meses,Month-to-month,Electronic check,DSL,24.45,482.8,Yes,0.5667,Medio,0.0
5574-NXZIU,1,0,0,0,63,49-72 meses,Two year,Credit card (automatic),Fiber optic,109.2,7049.75,No,0.2431,Bajo,0.0
0019-GFNTW,0,0,0,0,56,49-72 meses,Two year,Bank transfer (automatic),DSL,45.05,2560.1,No,0.0746,Bajo,0.0
4256-ZWTZI,0,0,0,1,5,0-12 meses,Month-to-month,Mailed check,DSL,51.0,286.8,No,0.5622,Medio,0.0
